kodim_id,korem_id,kodam_id,kodam,korem,name,address,lat,lng,kecamatan,kabupaten_kota,kecamatan_lat,kecamatan_lng
KODIM-270,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1703/Deiyai,"Makodim Kodim 1703/Deiyai, Deiyai",-4.034153,136.2981838,Tigi,Kabupaten Deiyai,-4.034153,136.2981838
KODIM-271,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1705/Nabire,"Makodim Kodim 1705/Nabire, Nabire",-3.3753498,135.5050107,Siriwo,Kabupaten Nabire,-3.3753498,135.5050107
KODIM-272,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1708/Biak,"Makodim Kodim 1708/Biak, Biak",-1.1572623,136.0499239,Biak Kota,Kabupaten Biak Numfor,-1.1572623,136.0499239
KODIM-273,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1709/Serui,"Makodim Kodim 1709/Serui, Serui",-1.8756473,136.232889,Yapen Selatan,Kabupaten Kepulauan Yapen,-1.8756473,136.232889
KODIM-274,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1710/Mimika,"Makodim Kodim 1710/Mimika, Mimika",-4.45059,136.889,Kuala Kencana,Kabupaten Mimika,-4.45059,136.889
KODIM-275,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1713/Lanny Jaya,"Makodim Kodim 1713/Lanny Jaya, Lanny Jaya",-3.9258023,138.4500856,Tiom,Kabupaten Lanny Jaya,-3.9258023,138.4500856
KODIM-276,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1714/Puncak Jaya,"Makodim Kodim 1714/Puncak Jaya, Puncak Jaya",-3.7101961,137.9778393,Mulia,Kabupaten Puncak Jaya,-3.7101961,137.9778393
KODIM-277,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1717/Puncak,"Makodim Kodim 1717/Puncak, Puncak",-3.9733007,137.6445562,Ilaga,Kabupaten Puncak,-3.9733007,137.6445562
KODIM-278,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1718/Intan Jaya,"Makodim Kodim 1718/Intan Jaya, Intan Jaya",-3.7395623,137.0319626,Sugapa,Kabupaten Intan Jaya,-3.7395623,137.0319626
KODIM-279,KOREM-047,KODAM-16,Kodam XVIII/Kasuari,Berdiri Sendiri,Kodim 1801/Manokwari,"Makodim Kodim 1801/Manokwari, Manokwari",-0.8628302,134.0793708,Manokwari Barat,Kabupaten Manokwari,-0.8628302,134.0793708
KODIM-280,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1802/Sorong,"Makodim Kodim 1802/Sorong, Sorong",-0.8801772,131.2645318,Sorong,Kota Sorong,-0.8801772,131.2645318
KODIM-281,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1805/Raja Ampat,"Makodim Kodim 1805/Raja Ampat, Raja Ampat",-0.4217405,130.8148295,Waigeo Selatan,Kabupaten Raja Ampat,-0.4217405,130.8148295
KODIM-282,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1807/Sorong Selatan,"Makodim Kodim 1807/Sorong Selatan, Sorong Selatan",-1.5019633,132.150714,Wayer,Kabupaten Sorong Selatan,-1.5019633,132.150714
KODIM-283,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1808/Manokwari Selatan,"Makodim Kodim 1808/Manokwari Selatan, Manokwari Selatan",-1.505563,134.1489961,Ransiki,Kabupaten Manokwari Selatan,-1.505563,134.1489961
KODIM-284,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1809/Maybrat,"Makodim Kodim 1809/Maybrat, Maybrat",-1.2568532,132.5001338,Aifat,Kabupaten Maybrat,-1.2568532,132.5001338
KODIM-285,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1810/Tambrauw,"Makodim Kodim 1810/Tambrauw, Tambrauw",-0.496052,132.0874738,Sausapor,Kabupaten Tambrauw,-0.496052,132.0874738
KODIM-286,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1803/Fakfak,"Makodim Kodim 1803/Fakfak, Fakfak",-2.9290263,132.3037005,Fak-Fak,Kabupaten Fak Fak,-2.9290263,132.3037005
KODIM-287,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1804/Kaimana,"Makodim Kodim 1804/Kaimana, Kaimana",-3.6079348,133.7298882,Kaimana,Kabupaten Kaimana,-3.6079348,133.7298882
KODIM-288,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1806/Teluk Bintuni,"Makodim Kodim 1806/Teluk Bintuni, Teluk Bintuni",-2.1064825,133.609816,Bintuni,Kabupaten Teluk Bintuni,-2.1064825,133.609816
KODIM-289,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1811/Teluk Wondama,"Makodim Kodim 1811/Teluk Wondama, Teluk Wondama",-2.8149925,134.5327669,Wasior,Kabupaten Teluk Wondama,-2.8149925,134.5327669
KODIM-290,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1812/Pegunungan Arfak,"Makodim Kodim 1812/Pegunungan Arfak, Pegunungan Arfak",-1.2749458,133.8802828,Anggi,Kabupaten Pegunungan Arfak,-1.2749458,133.8802828
KODIM-291,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0304/Agam,"Jl. Jend. Sudirman, Bukit Tinggi 26136",-0.3157755,100.3706313,Aur Birugo Tigo Baleh,Kota Bukittinggi,-0.3157755,100.3706313
KODIM-292,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0305/Lubuk Sikaping,"Jl. Nusantara, Lubuk Sikaping 26300",0.1358442,100.1685593,Lubuk Sikaping,Kabupaten Pasaman,0.1358442,100.1685593
KODIM-293,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0306/Sarilamak,"Jl. Olah Raga, Payakumbuh 26211",-0.1680835,100.6597745,Harau,Kabupaten Lima Puluh Kota,-0.1680835,100.6597745
KODIM-294,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0307/Batusangkar,"Jl. Benteng, Batu Sangkar 27211",-0.4770626,100.6231483,Tanjung Emas,Kabupaten Tanah Datar,-0.4770626,100.6231483
KODIM-295,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0308/Pariaman,"Jl. Imam Bonjol, Pariaman 22514",-0.6265696,100.1625644,Pariaman Selatan,Kota Pariaman,-0.6265696,100.1625644
KODIM-296,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0309/Solok,"Jl. HM. Yamin, Solok 27322",-0.7890166,100.6471652,Lubuk Sikarah,Kota Solok,-0.7890166,100.6471652
KODIM-297,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0310/Sawah Lunto,"Jl. Prof. M. Yamin SH., Muara Sijunjung 27511",-0.6652427,100.9450351,Sijunjung,Kabupaten Sijunjung,-0.6652427,100.9450351
KODIM-298,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0311/Pesisir Selatan,"Jl. Samudra, Painan 25661",-1.344159,100.5784573,IV Jurai,Kabupaten Pesisir Selatan,-1.344159,100.5784573
KODIM-299,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0312/Padang,"Jl. Thamrin No. 5, Padang 25211",-0.9549416,100.3628962,Padang Selatan,Kota Padang,-0.9549416,100.3628962
KODIM-300,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0319/Tuapejat,"Makodim Kodim 0319/Tuapejat, Tuapejat",-2.074055,99.603155,Luak,Kabupaten Lima Puluh Kota,-2.074055,99.603155
KODIM-301,KOREM-051,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 042/Garuda Putih,Kodim 0415/Jambi,"Jl. Untung Suropati, Batanghari/Jambi 36136",-1.6198852,103.6115098,Kota Baru,Kota Jambi,-1.6198852,103.6115098
KODIM-302,KOREM-051,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 042/Garuda Putih,Kodim 0416/Bungo,"Jl. Perwira Muara Bungo No. 3, Bungo Tebo/Jambi 37212",-1.4841855,102.1157386,Limbur Lubuk Mengkuang,Kabupaten Bungo,-1.4841855,102.1157386
KODIM-303,KOREM-051,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 042/Garuda Putih,Kodim 0417/Kerinci,"Jl. Jend. Sudirman, Sungai Penuh/Kerinci 35734",-2.0644279,101.3939415,Sungai Bungkal,Kota Sungai Penuh,-2.0644279,101.3939415
KODIM-304,KOREM-051,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 042/Garuda Putih,Kodim 0419/Tanjung Jabung,"Jl. Beringin, Kuala Tungkal 36513",-0.82608,103.4635151,Tungkal Ilir,Kabupaten Tanjung Jabung Barat,-0.82608,103.4635151
KODIM-305,KOREM-051,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 042/Garuda Putih,Kodim 0420/Sarolangun,"Jl. Lintas Sumatra, Sarko 37314",-2.303938,102.686003,Sarolangun,Kabupaten Sarolangun,-2.303938,102.686003
KODIM-306,KOREM-052,KODAM-18,Kodam XXI/Radin Inten,Korem 041/Garuda Emas,Kodim 0407/Bengkulu,"Jl. Gedang, Bengkulu 38225",-3.8203837,102.2965413,Gading Cempaka,Kota Bengkulu,-3.8203837,102.2965413
KODIM-307,KOREM-052,KODAM-18,Kodam XXI/Radin Inten,Korem 041/Garuda Emas,Kodim 0408/Bengkulu Selatan,"Jl. Veteran, Manna 38500",-4.4445777,102.9156663,Kota Manna,Kabupaten Bengkulu Selatan,-4.4445777,102.9156663
KODIM-308,KOREM-052,KODAM-18,Kodam XXI/Radin Inten,Korem 041/Garuda Emas,Kodim 0409/Rejang Lebong,"Jl. Merdeka No. 28, Curup 39100",-3.463468,102.5293294,Curup Tengah,Kabupaten Rejang Lebong,-3.463468,102.5293294
KODIM-309,KOREM-052,KODAM-18,Kodam XXI/Radin Inten,Korem 041/Garuda Emas,Kodim 0423/Bengkulu Utara,"Makodim Kodim 0423/Bengkulu Utara, Bengkulu Utara",-3.449758,102.1529466,Arma Jaya,Kabupaten Bengkulu Utara,-3.449758,102.1529466
KODIM-310,KOREM-052,KODAM-18,Kodam XXI/Radin Inten,Korem 041/Garuda Emas,Kodim 0425/Seluma,"Makodim Kodim 0425/Seluma, Seluma",-4.0665999,102.5709725,Seluma,Kabupaten Seluma,-4.0665999,102.5709725
KODIM-311,KOREM-052,KODAM-18,Kodam XXI/Radin Inten,Korem 041/Garuda Emas,Kodim 0428/Mukomuko,"Makodim Kodim 0428/Mukomuko, Mukomuko",-2.5489803,101.1084833,Kota Mukomuko,Kabupaten Mukomuko,-2.5489803,101.1084833
KODIM-312,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0410/Bandar Lampung,"Jl. Imam Bonjol, Bandar Lampung 35152",-5.3957796,105.2372935,Tanjungkarang Barat,Kota Bandar Lampung,-5.3957796,105.2372935
KODIM-313,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0411/Metro,"Jl. Veteran, Metro/Lampung Timur 34114",-5.1077098,105.2930368,Metro Pusat,Kota Metro,-5.1077098,105.2930368
KODIM-314,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0412/Lampung Utara,"Jl. Raya Kotabumi, Lampung Utara 34513",-4.8507032,104.9130055,Kotabumi Selatan,Kabupaten Lampung Utara,-4.8507032,104.9130055
KODIM-315,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0421/Lampung Selatan,"Jl. Raya Kalianda No. 30, Kalianda 35511",-5.7125606,105.5881814,Kalianda,Kabupaten Lampung Selatan,-5.7125606,105.5881814
KODIM-316,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0422/Lampung Barat,"Jl. Raya Liwa, Lampung Barat 34573",-5.0180181,104.0466109,Balik Bukit,Kabupaten Lampung Barat,-5.0180181,104.0466109
KODIM-317,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0424/Tanggamus,"Jl. Juanda, Kota Agung, Tanggamus 35384",-5.5040116,104.6521853,Kota Agung Timur,Kabupaten Tanggamus,-5.5040116,104.6521853
KODIM-318,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0426/Tulang Bawang,"Makodim Kodim 0426/Tulang Bawang, Tulang Bawang",-4.5173009,105.2309078,Menggala,Kabupaten Tulang Bawang,-4.5173009,105.2309078
KODIM-319,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0427/Way Kanan,"Makodim Kodim 0427/Way Kanan, Way Kanan",-4.5197138,104.508314,Blambangan Umpu,Kabupaten Way Kanan,-4.5197138,104.508314
KODIM-320,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0429/Lampung Timur,"Makodim Kodim 0429/Lampung Timur, Lampung Timur",-5.06331,105.5344459,Sukadana,Kabupaten Lampung Timur,-5.06331,105.5344459
KODIM-321,KOREM-053,KODAM-18,Kodam XXI/Radin Inten,Korem 043/Garuda Hitam,Kodim 0433/Lampung Tengah,"Makodim Kodim 0433/Lampung Tengah, Lampung Tengah",-4.8774324,105.2256345,Terbanggi Besar,Kabupaten Lampung Tengah,-4.8774324,105.2256345
KODIM-322,KOREM-054,KODAM-19,Kodam XXII/Tambun Bungai,Berdiri Sendiri,Kodim 1016/Palangkaraya,"Makodim Kodim 1016/Palangkaraya, Palangkaraya",-2.2096188,113.9346928,Bukit Batu,Kota Palangkaraya,-2.2096188,113.9346928
KODIM-323,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1001/Amuntai,"Makodim Kodim 1001/Amuntai, Amuntai",-2.4187821,115.2549701,Amuntai Tengah,Kabupaten Hulu Sungai Utara,-2.4187821,115.2549701
KODIM-324,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1002/Barabai,"Makodim Kodim 1002/Barabai, Barabai",-2.5818691,115.3879593,Barabai,Kabupaten Hulu Sungai Tengah,-2.5818691,115.3879593
KODIM-325,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1003/Kandangan,"Makodim Kodim 1003/Kandangan, Kandangan",-2.7846606,115.2644743,Kandangan,Kabupaten Hulu Sungai Selatan,-2.7846606,115.2644743
KODIM-326,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1004/Kotabaru,"Makodim Kodim 1004/Kotabaru, Kotabaru",-3.2490527,116.2172946,Pulaulaut Utara,Kabupaten Kotabaru,-3.2490527,116.2172946
KODIM-327,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1005/Marabahan,"Makodim Kodim 1005/Marabahan, Marabahan",-2.976383,114.7584017,Tabunganen,Kabupaten Barito Kuala,-2.976383,114.7584017
KODIM-328,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1006/Martapura,"Makodim Kodim 1006/Martapura, Martapura",-3.4177862,114.8504783,Martapura,Kabupaten Banjar,-3.4177862,114.8504783
KODIM-329,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1007/Banjarmasin,"Makodim Kodim 1007/Banjarmasin, Banjarmasin",-3.3091481,114.5890173,Banjarmasin Barat,Kota Banjarmasin,-3.3091481,114.5890173
KODIM-330,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1008/Tanjung,"Makodim Kodim 1008/Tanjung, Tanjung",-2.1618485,115.3837451,Banua Lawas,Kabupaten Tabalong,-2.1618485,115.3837451
KODIM-331,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1009/Pelaihari,"Makodim Kodim 1009/Pelaihari, Pelaihari",-3.7967564,114.7711073,Pelaihari,Kabupaten Tanah Laut,-3.7967564,114.7711073
KODIM-332,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1010/Rantau,"Makodim Kodim 1010/Rantau, Rantau",-2.9224654,115.1749537,Bakarangan,Kabupaten Tapin,-2.9224654,115.1749537
KODIM-333,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1022/Tanah Bumbu,"Makodim Kodim 1022/Tanah Bumbu, Tanah Bumbu",-3.3965342,115.9851669,Kusan Hulu,Kabupaten Tanah Bumbu,-3.3965342,115.9851669
KODIM-334,KOREM-055,KODAM-19,Kodam XXII/Tambun Bungai,Korem 101/Antasari,Kodim 1023/Batulicin,"Makodim Kodim 1023/Batulicin, Batulicin",-2.3808476,115.4602726,Paringin Selatan,Kabupaten Balangan,-2.3808476,115.4602726
KODIM-335,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1011/Kuala Kapuas,"Makodim Kodim 1011/Kuala Kapuas, Kuala Kapuas",-3.0048916,114.3900293,Selat,Kabupaten Kapuas,-3.0048916,114.3900293
KODIM-336,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1012/Barito Selatan,"Makodim Kodim 1012/Barito Selatan, Barito Selatan",-1.727371,114.8369247,Dusun Hilir,Kabupaten Barito Selatan,-1.727371,114.8369247
KODIM-337,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1013/Muara Teweh,"Makodim Kodim 1013/Muara Teweh, Muara Teweh",-0.9574478,114.8961394,Montallat,Kabupaten Barito Utara,-0.9574478,114.8961394
KODIM-338,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1014/Pangkalan Bun,"Makodim Kodim 1014/Pangkalan Bun, Pangkalan Bun",-2.6740008,111.6340083,Arut Selatan,Kabupaten Kotawaringin Barat,-2.6740008,111.6340083
KODIM-339,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1015/Sampit,"Makodim Kodim 1015/Sampit, Sampit",-2.5413723,112.9616814,Baamang,Kabupaten Kotawaringin Timur,-2.5413723,112.9616814
KODIM-340,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1017/Lamandau,"Makodim Kodim 1017/Lamandau, Lamandau",-2.1963209,111.447413,Sukamara,Kabupaten Sukamara,-2.1963209,111.447413
KODIM-341,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1018/Gunung Mas,"Makodim Kodim 1018/Gunung Mas, Gunung Mas",-1.1159053,113.8502307,Sepang,Kabupaten Gunung Mas,-1.1159053,113.8502307
KODIM-342,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1019/Katingan,"Makodim Kodim 1019/Katingan, Katingan",-1.8757765,113.4130729,Kamipang,Kabupaten Katingan,-1.8757765,113.4130729
KODIM-343,KOREM-056,KODAM-19,Kodam XXII/Tambun Bungai,Korem 102/Panju Panjung,Kodim 1020/Murung Raya,"Makodim Kodim 1020/Murung Raya, Murung Raya",-0.688475,114.64556,Dusun Timur,Kabupaten Barito Timur,-0.688475,114.64556
KODIM-344,KOREM-057,KODAM-20,Kodam XXIII/Palaka Wira,Korem 132/Tadulako,Kodim 1305/Tolitoli,"Makodim Kodim 1305/Tolitoli, Tolitoli",1.0439072,120.8213784,Baolan,Kabupaten Toli-Toli,1.0439072,120.8213784
KODIM-345,KOREM-057,KODAM-20,Kodam XXIII/Palaka Wira,Korem 132/Tadulako,Kodim 1306/Kota Palu,"Makodim Kodim 1306/Kota Palu, Kota Palu",-0.9008318,119.8896374,Mantikulore,Kota Palu,-0.9008318,119.8896374
KODIM-346,KOREM-057,KODAM-20,Kodam XXIII/Palaka Wira,Korem 132/Tadulako,Kodim 1307/Poso,"Makodim Kodim 1307/Poso, Poso",-1.3846157,120.7563651,Pamona Timur,Kabupaten Poso,-1.3846157,120.7563651
KODIM-347,KOREM-057,KODAM-20,Kodam XXIII/Palaka Wira,Korem 132/Tadulako,Kodim 1308/Luwuk,"Makodim Kodim 1308/Luwuk, Luwuk",-0.9444643,122.799492,Lamala,Kabupaten Banggai,-0.9444643,122.799492
KODIM-348,KOREM-057,KODAM-20,Kodam XXIII/Palaka Wira,Korem 132/Tadulako,Kodim 1311/Morowali,"Makodim Kodim 1311/Morowali, Morowali",-2.4722973,121.9211927,Bungku Tengah,Kabupaten Morowali,-2.4722973,121.9211927
KODIM-349,KOREM-058,KODAM-20,Kodam XXIII/Palaka Wira,Korem 142/Taro Ada Taro Gau,Kodim 1401/Majene,"Makodim Kodim 1401/Majene, Majene",-3.5409635,118.9868706,Banggae Timur,Kabupaten Majene,-3.5409635,118.9868706
KODIM-350,KOREM-058,KODAM-20,Kodam XXIII/Palaka Wira,Korem 142/Taro Ada Taro Gau,Kodim 1402/Polewali,"Makodim Kodim 1402/Polewali, Polewali",-3.4068044,119.3030578,Tabulahan,Kabupaten Mamasa,-3.4068044,119.3030578
KODIM-351,KOREM-058,KODAM-20,Kodam XXIII/Palaka Wira,Korem 142/Taro Ada Taro Gau,Kodim 1418/Mamuju,"Makodim Kodim 1418/Mamuju, Mamuju",-2.6736196,118.8878331,Ulumanda,Kabupaten Majene,-2.6736196,118.8878331
KODIM-352,KOREM-058,KODAM-20,Kodam XXIII/Palaka Wira,Korem 142/Taro Ada Taro Gau,Kodim 1427/Mamuju Utara,"Makodim Kodim 1427/Mamuju Utara, Mamuju Utara",-1.1787997,119.3825899,Pasangkayu,Kabupaten Pasangkayu,-1.1787997,119.3825899
KODIM-353,KOREM-058,KODAM-20,Kodam XXIII/Palaka Wira,Korem 142/Taro Ada Taro Gau,Kodim 1428/Mamasa,"Makodim Kodim 1428/Mamasa, Mamasa",-2.9384272,119.3799919,Tinambung,Kabupaten Polewali Mandar,-2.9384272,119.3799919
KODIM-354,KOREM-059,KODAM-21,Kodam XXIV/Mandala Trikora,Korem 174/Anim Ti Waninggap,Kodim 1704/Mappi,"Makodim Kodim 1704/Mappi, Mappi",-6.5564706,139.3002429,Obaa,Kabupaten Mappi,-6.5564706,139.3002429
KODIM-355,KOREM-059,KODAM-21,Kodam XXIV/Mandala Trikora,Korem 174/Anim Ti Waninggap,Kodim 1707/Merauke,"Makodim Kodim 1707/Merauke, Merauke",-8.49458,140.394,Merauke,Kabupaten Merauke,-8.49458,140.394
KODIM-356,KOREM-059,KODAM-21,Kodam XXIV/Mandala Trikora,Korem 174/Anim Ti Waninggap,Kodim 1711/Boven Digoel,"Makodim Kodim 1711/Boven Digoel, Boven Digoel",-6.0746222,140.3591296,Mandobo,Kabupaten Boven Digoel,-6.0746222,140.3591296
